CODICE_VIA,AREA,DESCRIZIONE_VIA,CIVICO,BARRATO,CAP,SEZIONE,MUNICIPIO
4377,VIA,8 OTTOBRE 2001,12,,138,916,4
3123,VIA,A.DEL SARTO,1,,129,665,3
3123,VIA,A.DEL SARTO,3,,129,665,3
3123,VIA,A.DEL SARTO,4,,129,665,3
3123,VIA,A.DEL SARTO,5,,129,665,3
3123,VIA,A.DEL SARTO,6,,129,665,3
3123,VIA,A.DEL SARTO,7,,129,665,3
3123,VIA,A.DEL SARTO,8,,129,665,3
3123,VIA,A.DEL SARTO,9,,129,665,3
3123,VIA,A.DEL SARTO,10,,129,665,3
3123,VIA,A.DEL SARTO,11,,129,665,3
3123,VIA,A.DEL SARTO,13,,129,665,3
3123,VIA,A.DEL SARTO,14,,129,665,3
3123,VIA,A.DEL SARTO,15,,129,665,3
3123,VIA,A.DEL SARTO,16,,129,665,3
3123,VIA,A.DEL SARTO,18,,129,665,3
3123,VIA,A.DEL SARTO,18,A,129,665,3
3123,VIA,A.DEL SARTO,20,,129,665,3
3123,VIA,A.DEL SARTO,21,,129,665,3
3123,VIA,A.DEL SARTO,22,,129,665,3
3123,VIA,A.DEL SARTO,23,,129,665,3
3123,VIA,A.DEL SARTO,24,,129,665,3
3123,VIA,A.DEL SARTO,26,,129,665,3
3123,VIA,A.DEL SARTO,28,,129,665,3
3123,VIA,A.DEL SARTO,30,,129,665,3
3123,VIA,A.DEL SARTO,31,,129,665,3
3123,VIA,A.DEL SARTO,32,,129,665,3
3135,VIA,ABAMONTI GIUSEPPE,1,,129,113,3
3135,VIA,ABAMONTI GIUSEPPE,2,,129,113,3
3135,VIA,ABAMONTI GIUSEPPE,4,,129,113,3
2558,VIA,ABANO,3,,131,1565,3
2558,VIA,ABANO,4,,131,1565,3
2558,VIA,ABANO,5,,131,1565,3
2558,VIA,ABANO,6,,131,1565,3
2558,VIA,ABANO,7,,131,1565,3
2558,VIA,ABANO,8,,131,1565,3
2558,VIA,ABANO,9,,131,1565,3
2558,VIA,ABANO,10,,131,1565,3
2558,VIA,ABANO,11,,131,1565,3
2558,VIA,ABANO,14,,131,1565,3
2558,VIA,ABANO,16,,131,1565,3
1295,VIA,ABBA GIUSEPPE C,4,,158,1184,9
1295,VIA,ABBA GIUSEPPE C,5,,158,1184,9
1295,VIA,ABBA GIUSEPPE C,7,,158,1184,9
1295,VIA,ABBA GIUSEPPE C,22,,158,1184,9
1295,VIA,ABBA GIUSEPPE C,24,,158,1184,9
1295,VIA,ABBA GIUSEPPE C,25,,158,1184,9
1295,VIA,ABBA GIUSEPPE C,26,,158,1184,9
1295,VIA,ABBA GIUSEPPE C,29,,158,1184,9
1295,VIA,ABBA GIUSEPPE C,31,,158,1184,9
1295,VIA,ABBA GIUSEPPE C,32,,158,1184,9
1150,VIA,ABBADESSE,20,,124,1461,2
1150,VIA,ABBADESSE,27,,124,1461,2
1150,VIA,ABBADESSE,29,,124,1461,2
1150,VIA,ABBADESSE,30,,124,1461,2
1150,VIA,ABBADESSE,33,,124,1236,2
1150,VIA,ABBADESSE,35,,124,1236,2
1150,VIA,ABBADESSE,36,,124,1461,2
1150,VIA,ABBADESSE,37,,124,1236,2
1150,VIA,ABBADESSE,38,,124,1461,2
1150,VIA,ABBADESSE,39,,124,1236,2
1150,VIA,ABBADESSE,40,,124,1461,2
1150,VIA,ABBADESSE,41,,124,1236,2
1150,VIA,ABBADESSE,43,,124,1236,2
1150,VIA,ABBADESSE,44,,124,1236,2
1150,VIA,ABBADESSE,45,,124,1236,2
1150,VIA,ABBADESSE,46,,124,1236,2
1150,VIA,ABBADESSE,48,,124,1241,2
1150,VIA,ABBADESSE,50,,124,1241,2
1150,VIA,ABBADESSE,52,,124,1241,2
1150,VIA,ABBADESSE,54,,124,1241,2
1310,VIA,ABBAZIA,4,,125,1242,2
1310,VIA,ABBAZIA,6,,125,1242,2
5339,PZA,ABBIATEGRASSO,1,,142,2066,5
5339,PZA,ABBIATEGRASSO,2,,142,2066,5
5339,PZA,ABBIATEGRASSO,7,,142,2066,5
5339,PZA,ABBIATEGRASSO,8,,142,2066,5
5339,PZA,ABBIATEGRASSO,12,,142,2066,5
5339,PZA,ABBIATEGRASSO,14,,142,2066,5
5339,PZA,ABBIATEGRASSO,15,,142,2066,5
6556,VIA,ABBIATI FILIPPO,1,,148,1331,7
6556,VIA,ABBIATI FILIPPO,2,,148,1688,7
6556,VIA,ABBIATI FILIPPO,3,,148,1331,7
6556,VIA,ABBIATI FILIPPO,4,,148,1064,7
6556,VIA,ABBIATI FILIPPO,5,,148,1331,7
6556,VIA,ABBIATI FILIPPO,6,,148,1064,7
6556,VIA,ABBIATI FILIPPO,7,,148,1556,7
6830,VIA,ABETI,3,,152,12,7
6830,VIA,ABETI,4,,152,12,7
6830,VIA,ABETI,5,,152,12,7
6830,VIA,ABETI,6,,152,12,7
6830,VIA,ABETI,7,,152,12,7
6830,VIA,ABETI,9,,152,12,7
6830,VIA,ABETI,11,,152,12,7
6830,VIA,ABETI,13,,152,12,7
6830,VIA,ABETI,14,,152,12,7
6830,VIA,ABETI,15,,152,12,7
6830,VIA,ABETI,16,,152,12,7
6830,VIA,ABETI,17,,152,12,7
6830,VIA,ABETI,18,,152,12,7
6830,VIA,ABETI,19,,152,12,7
6830,VIA,ABETI,20,,152,12,7
6830,VIA,ABETI,22,,152,12,7
6830,VIA,ABETI,24,,152,12,7
3340,VIA,ABETONE,1,,137,898,4
3340,VIA,ABETONE,2,,137,898,4
3340,VIA,ABETONE,6,,137,898,4
3340,VIA,ABETONE,10,,137,898,4
3340,VIA,ABETONE,14,,137,898,4
3340,VIA,ABETONE,16,,137,898,4
3340,VIA,ABETONE,18,,137,898,4
2177,VLE,ABRUZZI,1,,131,652,3
2177,VLE,ABRUZZI,3,,131,652,3
2177,VLE,ABRUZZI,4,,131,1503,3
2177,VLE,ABRUZZI,5,,131,652,3
2177,VLE,ABRUZZI,7,,131,652,3
2177,VLE,ABRUZZI,9,,131,642,3
2177,VLE,ABRUZZI,11,,131,642,3
2177,VLE,ABRUZZI,13,,131,642,3
2177,VLE,ABRUZZI,13,A,131,642,3
2177,VLE,ABRUZZI,15,,131,642,3
2177,VLE,ABRUZZI,16,,131,655,3
2177,VLE,ABRUZZI,17,,131,642,3
2177,VLE,ABRUZZI,18,,131,2091,3
2177,VLE,ABRUZZI,19,,131,642,3
2177,VLE,ABRUZZI,20,,131,2091,3
2177,VLE,ABRUZZI,21,,131,642,3
2177,VLE,ABRUZZI,23,,131,668,3
2177,VLE,ABRUZZI,25,,131,668,3
2177,VLE,ABRUZZI,27,,131,668,3
2177,VLE,ABRUZZI,28,,131,2091,3
2177,VLE,ABRUZZI,29,,131,668,3
2177,VLE,ABRUZZI,30,,131,2091,3
2177,VLE,ABRUZZI,31,,131,668,3
2177,VLE,ABRUZZI,32,,131,2091,3
2177,VLE,ABRUZZI,33,,131,668,3
2177,VLE,ABRUZZI,34,,131,669,3
2177,VLE,ABRUZZI,35,,131,634,3
2177,VLE,ABRUZZI,36,,131,669,3
2177,VLE,ABRUZZI,37,,131,634,3
2177,VLE,ABRUZZI,38,,131,669,3
2177,VLE,ABRUZZI,39,,131,634,3
2177,VLE,ABRUZZI,41,,131,634,3
2177,VLE,ABRUZZI,42,,131,669,3
2177,VLE,ABRUZZI,43,,131,634,3
2177,VLE,ABRUZZI,44,,131,669,3
2177,VLE,ABRUZZI,45,,131,634,3
2177,VLE,ABRUZZI,46,,131,669,3
2177,VLE,ABRUZZI,46,A,131,669,3
2177,VLE,ABRUZZI,48,,131,669,3
2177,VLE,ABRUZZI,50,,131,669,3
2177,VLE,ABRUZZI,51,,131,634,3
2177,VLE,ABRUZZI,52,,131,669,3
2177,VLE,ABRUZZI,54,,131,669,3
2177,VLE,ABRUZZI,56,,131,669,3
2177,VLE,ABRUZZI,58,,131,669,3
2177,VLE,ABRUZZI,62,,131,669,3
2177,VLE,ABRUZZI,64,,131,669,3
2177,VLE,ABRUZZI,66,,131,669,3
2177,VLE,ABRUZZI,67,,131,712,3
2177,VLE,ABRUZZI,68,,131,669,3
2177,VLE,ABRUZZI,69,,131,712,3
2177,VLE,ABRUZZI,70,,131,669,3
2177,VLE,ABRUZZI,70,A,131,669,3
2177,VLE,ABRUZZI,71,,131,712,3
2177,VLE,ABRUZZI,72,,131,715,3
2177,VLE,ABRUZZI,73,,131,712,3
2177,VLE,ABRUZZI,73,A,131,712,3
2177,VLE,ABRUZZI,74,,131,715,3
2177,VLE,ABRUZZI,75,,131,712,3
2177,VLE,ABRUZZI,76,,131,715,3
2177,VLE,ABRUZZI,77,,131,712,3
2177,VLE,ABRUZZI,78,,131,715,3
2177,VLE,ABRUZZI,79,,131,712,3
2177,VLE,ABRUZZI,80,,131,715,3
2177,VLE,ABRUZZI,81,,131,712,3
2177,VLE,ABRUZZI,82,,131,715,3
2177,VLE,ABRUZZI,83,,131,712,3
2177,VLE,ABRUZZI,84,,131,715,3
2177,VLE,ABRUZZI,86,,131,715,3
2177,VLE,ABRUZZI,87,,131,712,3
2177,VLE,ABRUZZI,88,,131,715,3
2177,VLE,ABRUZZI,89,,131,712,3
2177,VLE,ABRUZZI,90,,131,715,3
2177,VLE,ABRUZZI,91,,131,712,3
2177,VLE,ABRUZZI,92,,131,715,3
2177,VLE,ABRUZZI,93,,131,712,3
2177,VLE,ABRUZZI,94,,131,715,3
2429,VIA,ACCADEMIA,3,,131,1403,3
2429,VIA,ACCADEMIA,5,,131,1403,3
2429,VIA,ACCADEMIA,9,,131,1403,3
2429,VIA,ACCADEMIA,11,,131,1403,3
2429,VIA,ACCADEMIA,12,,131,1403,3
2429,VIA,ACCADEMIA,13,,131,1403,3
2429,VIA,ACCADEMIA,14,,131,1403,3
2429,VIA,ACCADEMIA,15,,131,1403,3
2429,VIA,ACCADEMIA,16,,131,1403,3
2429,VIA,ACCADEMIA,18,,131,1403,3
2429,VIA,ACCADEMIA,19,,131,1403,3
2429,VIA,ACCADEMIA,20,,131,734,3
2429,VIA,ACCADEMIA,22,,131,734,3
2429,VIA,ACCADEMIA,23,,131,734,3
2429,VIA,ACCADEMIA,24,,131,734,3
2429,VIA,ACCADEMIA,26,,131,734,3
2429,VIA,ACCADEMIA,28,,131,734,3
2429,VIA,ACCADEMIA,29,,131,734,3
2429,VIA,ACCADEMIA,32,,131,734,3
2429,VIA,ACCADEMIA,33,,131,734,3
2429,VIA,ACCADEMIA,34,,131,734,3
2429,VIA,ACCADEMIA,36,,131,734,3
2429,VIA,ACCADEMIA,38,,131,734,3
2429,VIA,ACCADEMIA,39,,131,734,3
2429,VIA,ACCADEMIA,40,,131,734,3
2429,VIA,ACCADEMIA,48,,131,734,3
2429,VIA,ACCADEMIA,53,,131,734,3
2429,VIA,ACCADEMIA,55,,131,734,3
2429,VIA,ACCADEMIA,56,,131,734,3
2429,VIA,ACCADEMIA,57,,131,734,3
2429,VIA,ACCADEMIA,58,,131,734,3
2429,VIA,ACCADEMIA,59,,131,734,3
2429,VIA,ACCADEMIA,60,,131,734,3
2429,VIA,ACCADEMIA,61,,131,734,3
2429,VIA,ACCADEMIA,62,,131,734,3
2429,VIA,ACCADEMIA,64,,131,734,3
7386,PLE,ACCURSIO FRANCESCO,1,,151,1119,8
7386,PLE,ACCURSIO FRANCESCO,4,,155,1119,8
7386,PLE,ACCURSIO FRANCESCO,5,,151,1119,8
7386,PLE,ACCURSIO FRANCESCO,7,,151,1119,8
7386,PLE,ACCURSIO FRANCESCO,12,,156,1119,8
7386,PLE,ACCURSIO FRANCESCO,14,,156,1119,8
7386,PLE,ACCURSIO FRANCESCO,18,,156,1119,8
7386,PLE,ACCURSIO FRANCESCO,20,,156,1119,8
7386,PLE,ACCURSIO FRANCESCO,21,,151,1119,8
1651,VIA,ACERBI ENRICO,4,,161,1459,9
1651,VIA,ACERBI ENRICO,12,,161,1459,9
1651,VIA,ACERBI ENRICO,14,,161,1459,9
1651,VIA,ACERBI ENRICO,19,,161,1459,9
1651,VIA,ACERBI ENRICO,21,,161,1459,9
1651,VIA,ACERBI ENRICO,28,,161,1459,9
1651,VIA,ACERBI ENRICO,29,,161,1459,9
1651,VIA,ACERBI ENRICO,32,,161,1459,9
1651,VIA,ACERBI ENRICO,34,,161,1459,9
1651,VIA,ACERBI ENRICO,39,,161,1459,9
1651,VIA,ACERBI ENRICO,40,,161,1459,9
1651,VIA,ACERBI ENRICO,43,,161,1459,9
1651,VIA,ACERBI ENRICO,46,,161,1459,9
1273,VIA,ACERENZA,1,,158,1170,9
1273,VIA,ACERENZA,3,,158,1170,9
1273,VIA,ACERENZA,6,,158,1170,9
1273,VIA,ACERENZA,7,,158,1170,9
1273,VIA,ACERENZA,9,,158,1170,9
1273,VIA,ACERENZA,15,,158,1170,9
1273,VIA,ACERENZA,17,,158,1170,9
6419,VIA,ACHILLE,4,,151,15,7
1605,VIA,ACHILLINI,2,,162,1710,9
1605,VIA,ACHILLINI,4,,162,1710,9
1605,VIA,ACHILLINI,6,,162,1710,9
1605,VIA,ACHILLINI,8,,162,1710,9
1605,VIA,ACHILLINI,10,,162,1710,9
1605,VIA,ACHILLINI,14,,162,1710,9
1605,VIA,ACHILLINI,18,,162,1710,9
4135,VIA,ADAMELLO,6,,139,925,5
4135,VIA,ADAMELLO,7,,139,925,5
4135,VIA,ADAMELLO,8,,139,925,5
4135,VIA,ADAMELLO,9,,139,925,5
4135,VIA,ADAMELLO,14,,139,925,5
4135,VIA,ADAMELLO,16,,139,925,5
4135,VIA,ADAMELLO,18,,139,964,5
5418,VIA,ADAMI GIUSEPPE,7,,143,1006,6
5418,VIA,ADAMI GIUSEPPE,8,,143,1006,6
1184,VIA,ADDA,3,,124,568,2
1184,VIA,ADDA,9,,124,568,2
1184,VIA,ADDA,10,,124,569,9
1184,VIA,ADDA,11,,124,569,9
1184,VIA,ADDA,13,,124,569,9
2504,VIA,ADELCHI,3,,131,771,3
2504,VIA,ADELCHI,5,,131,771,3
4216,VIA,ADIGE,3,,135,200,5
4216,VIA,ADIGE,4,,135,200,5
4216,VIA,ADIGE,5,,135,200,5
4216,VIA,ADIGE,6,,135,200,5
4216,VIA,ADIGE,7,,135,200,5
4216,VIA,ADIGE,8,,135,200,5
4216,VIA,ADIGE,9,,135,200,5
4216,VIA,ADIGE,10,,135,200,5
4216,VIA,ADIGE,11,,135,200,5
4216,VIA,ADIGE,12,,135,200,5
4216,VIA,ADIGE,13,,135,200,5
4216,VIA,ADIGE,14,,135,200,5
4216,VIA,ADIGE,15,,135,200,5
4216,VIA,ADIGE,17,,135,200,5
4216,VIA,ADIGE,19,,135,200,5
4216,VIA,ADIGE,19,A,135,200,5
4216,VIA,ADIGE,20,,135,200,5
4216,VIA,ADIGE,21,,135,200,5
4216,VIA,ADIGE,23,,135,200,5
3286,PZA,ADIGRAT,2,,133,1579,4
3286,PZA,ADIGRAT,3,,133,1579,4
3286,PZA,ADIGRAT,4,,133,1579,4
3286,PZA,ADIGRAT,6,,133,1579,4
2410,VIA,ADRIANO,1,,128,1371,2
2410,VIA,ADRIANO,1,A,128,1371,2
2410,VIA,ADRIANO,1,B,128,1371,2
2410,VIA,ADRIANO,1,C,128,1371,2
2410,VIA,ADRIANO,2,,128,51,2
2410,VIA,ADRIANO,2,A,128,51,2
2410,VIA,ADRIANO,3,,128,1371,2
2410,VIA,ADRIANO,3,A,128,1371,2
2410,VIA,ADRIANO,3,B,128,1371,2
2410,VIA,ADRIANO,4,,128,51,2
2410,VIA,ADRIANO,6,,128,51,2
2410,VIA,ADRIANO,11,,128,1371,2
2410,VIA,ADRIANO,14,,128,51,2
2410,VIA,ADRIANO,16,,128,51,2
2410,VIA,ADRIANO,20,,128,51,2
2410,VIA,ADRIANO,22,,128,51,2
2410,VIA,ADRIANO,45,,128,791,2
2410,VIA,ADRIANO,49,,128,791,2
2410,VIA,ADRIANO,51,,128,791,2
2410,VIA,ADRIANO,53,3,128,791,2
2410,VIA,ADRIANO,60,,128,51,2
2410,VIA,ADRIANO,68,,128,51,2
2410,VIA,ADRIANO,70,,128,51,2
2410,VIA,ADRIANO,81,,128,791,2
2410,VIA,ADRIANO,83,,128,791,2
2410,VIA,ADRIANO,85,,128,791,2
2410,VIA,ADRIANO,88,,128,51,2
2410,VIA,ADRIANO,90,,128,51,2
2410,VIA,ADRIANO,94,,128,51,2
2410,VIA,ADRIANO,96,,128,51,2
2410,VIA,ADRIANO,98,,128,51,2
2410,VIA,ADRIANO,99,,128,791,2
2410,VIA,ADRIANO,100,,128,51,2
2410,VIA,ADRIANO,101,,128,791,2
2410,VIA,ADRIANO,102,,128,117,2
2410,VIA,ADRIANO,104,,128,117,2
2410,VIA,ADRIANO,106,,128,117,2
2410,VIA,ADRIANO,108,,128,117,2
2410,VIA,ADRIANO,110,,128,117,2
1598,VIA,ADRIATICO,1,,162,1267,9
1598,VIA,ADRIATICO,2,2,162,1267,9
1598,VIA,ADRIATICO,6,,162,1267,9
1598,VIA,ADRIATICO,8,,162,1267,9
1598,VIA,ADRIATICO,30,,162,1506,9
1598,VIA,ADRIATICO,31,,162,1506,9
1598,VIA,ADRIATICO,37,,162,1506,9
1598,VIA,ADRIATICO,39,,162,1506,9
1598,VIA,ADRIATICO,43,,162,1506,9
1598,VIA,ADRIATICO,45,,162,1506,9
1598,VIA,ADRIATICO,49,,162,1506,9
621,PZA,AFFARI,1,,123,48,1
621,PZA,AFFARI,2,,123,48,1
621,PZA,AFFARI,3,,123,48,1
621,PZA,AFFARI,5,,123,48,1
621,PZA,AFFARI,6,,123,48,1
1545,VLE,AFFORI,1,,161,1216,9
1545,VLE,AFFORI,7,,161,1216,9
1545,VLE,AFFORI,10,,161,1216,9
1545,VLE,AFFORI,11,,161,1216,9
1545,VLE,AFFORI,12,,161,1216,9
1545,VLE,AFFORI,14,,161,1216,9
1545,VLE,AFFORI,16,,161,1216,9
1545,VLE,AFFORI,19,,161,1216,9
1545,VLE,AFFORI,21,,161,1216,9
5327,VIA,AGILULFO,2,,141,994,5
5327,VIA,AGILULFO,14,,141,994,5
5327,VIA,AGILULFO,18,,141,994,5
209,VIA,AGNELLO,1,,121,73,1
209,VIA,AGNELLO,2,,121,73,1
209,VIA,AGNELLO,5,,121,73,1
209,VIA,AGNELLO,6,1,121,73,1
209,VIA,AGNELLO,8,,121,73,1
209,VIA,AGNELLO,10,,121,73,1
209,VIA,AGNELLO,12,,121,73,1
209,VIA,AGNELLO,15,,121,73,1
209,VIA,AGNELLO,17,,121,73,1
209,VIA,AGNELLO,18,,121,73,1
209,VIA,AGNELLO,19,,121,73,1
209,VIA,AGNELLO,20,,121,73,1
4060,VIA,AGNESI GAETANA,3,,135,215,5
4060,VIA,AGNESI GAETANA,5,,135,215,5
4060,VIA,AGNESI GAETANA,6,,135,215,5
4060,VIA,AGNESI GAETANA,10,,135,215,5
4060,VIA,AGNESI GAETANA,12,,135,215,5
4060,VIA,AGNESI GAETANA,14,,135,215,5
4060,VIA,AGNESI GAETANA,15,,135,215,5
4060,VIA,AGNESI GAETANA,16,,135,215,5
4060,VIA,AGNESI GAETANA,17,,135,215,5
4060,VIA,AGNESI GAETANA,18,,135,215,5
4060,VIA,AGNESI GAETANA,19,,135,215,5
2362,VIA,AGORDAT,1,,127,1659,2
2362,VIA,AGORDAT,2,,127,1659,2
2362,VIA,AGORDAT,4,,127,1659,2
2362,VIA,AGORDAT,7,,127,1659,2
2362,VIA,AGORDAT,9,,127,1659,2
2362,VIA,AGORDAT,12,,127,1659,2
2362,VIA,AGORDAT,13,,127,1659,2
2362,VIA,AGORDAT,15,,127,1659,2
2362,VIA,AGORDAT,16,,127,1659,2
2362,VIA,AGORDAT,17,,127,1659,2
2362,VIA,AGORDAT,25,,127,1659,2
2362,VIA,AGORDAT,26,,127,1659,2
2362,VIA,AGORDAT,27,,127,1659,2
2362,VIA,AGORDAT,28,,127,1659,2
2362,VIA,AGORDAT,30,,127,1659,2
2362,VIA,AGORDAT,32,,127,1659,2
2362,VIA,AGORDAT,34,,127,1659,2
2362,VIA,AGORDAT,36,,127,1659,2
2362,VIA,AGORDAT,45,,127,807,2
2362,VIA,AGORDAT,49,,127,807,2
2362,VIA,AGORDAT,50,,127,1659,2
6452,VIA,AGRIGENTO,1,,148,1595,8
6452,VIA,AGRIGENTO,2,,148,1595,8
6452,VIA,AGRIGENTO,3,,148,1595,8
6452,VIA,AGRIGENTO,4,,148,1595,8
6452,VIA,AGRIGENTO,5,,148,1595,8
6452,VIA,AGRIGENTO,6,,148,1595,8
6452,VIA,AGRIGENTO,8,,148,1595,8
6452,VIA,AGRIGENTO,9,,148,1595,8
6452,VIA,AGRIGENTO,10,,148,1595,8
5338,PZA,AGRIPPA,1,,141,1676,5
5338,PZA,AGRIPPA,4,,141,1676,5
5338,PZA,AGRIPPA,9,,141,1676,5
5338,PZA,AGRIPPA,10,,141,1676,5
5338,PZA,AGRIPPA,12,,141,1676,5
7197,VIA,AGUDIO TOMMASO,1,,154,484,8
7197,VIA,AGUDIO TOMMASO,2,,154,484,8
7197,VIA,AGUDIO TOMMASO,3,,154,484,8
7197,VIA,AGUDIO TOMMASO,4,,154,484,8
7197,VIA,AGUDIO TOMMASO,5,,154,484,8
7197,VIA,AGUDIO TOMMASO,7,,154,484,8
7197,VIA,AGUDIO TOMMASO,8,,154,484,8
7197,VIA,AGUDIO TOMMASO,10,,154,484,8
7412,PLE,AI LAGHI,3,,156,1112,8
5250,VIA,AICARDO,2,,141,1382,5
5250,VIA,AICARDO,4,,141,1382,5
5250,VIA,AICARDO,10,,141,1382,5
7284,VIA,AILANTI,3,,156,1149,8
7284,VIA,AILANTI,25,,156,1149,8
6330,VIA,AIRAGHI GAETANO,3,,153,2117,7
6330,VIA,AIRAGHI GAETANO,5,,153,2117,7
6330,VIA,AIRAGHI GAETANO,9,,153,2117,7
6330,VIA,AIRAGHI GAETANO,10,,153,2117,7
6330,VIA,AIRAGHI GAETANO,12,,153,2117,7
6330,VIA,AIRAGHI GAETANO,13,,153,2117,7
6330,VIA,AIRAGHI GAETANO,15,,153,2117,7
6330,VIA,AIRAGHI GAETANO,29,,153,2117,7
6330,VIA,AIRAGHI GAETANO,31,,153,2117,7
6330,VIA,AIRAGHI GAETANO,40,,153,2117,7
6330,VIA,AIRAGHI GAETANO,42,,153,2117,7
6330,VIA,AIRAGHI GAETANO,49,,153,2117,7
6330,VIA,AIRAGHI GAETANO,50,,153,2117,7
6330,VIA,AIRAGHI GAETANO,52,,153,2117,7
6330,VIA,AIRAGHI GAETANO,54,,153,2117,7
6330,VIA,AIRAGHI GAETANO,61,,153,2117,7
6330,VIA,AIRAGHI GAETANO,100,,153,2117,7
6330,VIA,AIRAGHI GAETANO,102,,153,2117,7
6330,VIA,AIRAGHI GAETANO,104,,153,2117,7
6330,VIA,AIRAGHI GAETANO,120,,153,2117,7
6330,VIA,AIRAGHI GAETANO,120,2,153,2117,7
6330,VIA,AIRAGHI GAETANO,120,6,153,2117,7
6330,VIA,AIRAGHI GAETANO,120,9,153,2117,7
6330,VIA,AIRAGHI GAETANO,123,,153,2117,7
6330,VIA,AIRAGHI GAETANO,127,,153,2117,7
6330,VIA,AIRAGHI GAETANO,129,,153,2117,7
1333,VIA,AIROLO,4,,159,1251,9
1333,VIA,AIROLO,19,,159,1251,9
1333,VIA,AIROLO,23,,159,1251,9
1333,VIA,AIROLO,25,,159,1251,9
1333,VIA,AIROLO,29,,159,1471,9
1333,VIA,AIROLO,33,,159,1471,9
1333,VIA,AIROLO,35,,159,1471,9
1333,VIA,AIROLO,36,,159,1471,9
1333,VIA,AIROLO,37,,159,1471,9
1333,VIA,AIROLO,44,,159,1471,9
3246,VIA,AJACCIO,1,,133,841,3
3246,VIA,AJACCIO,3,,133,841,3
3246,VIA,AJACCIO,4,,133,841,3
3246,VIA,AJACCIO,5,,133,841,3
3246,VIA,AJACCIO,6,,133,841,3
3246,VIA,AJACCIO,7,,133,841,3
3246,VIA,AJACCIO,9,,133,841,3
3246,VIA,AJACCIO,10,,133,841,3
3246,VIA,AJACCIO,13,,133,841,3
3246,VIA,AJACCIO,15,,133,841,3
7276,VIA,AJRAGHI CESARE,3,,156,1149,8
7276,VIA,AJRAGHI CESARE,10,,156,1149,8
7276,VIA,AJRAGHI CESARE,24,,156,1149,8
7276,VIA,AJRAGHI CESARE,26,,156,1137,8
7276,VIA,AJRAGHI CESARE,28,,156,1137,8
7276,VIA,AJRAGHI CESARE,30,,156,1137,8
7276,VIA,AJRAGHI CESARE,40,,156,1137,8
7276,VIA,AJRAGHI CESARE,44,,156,1137,8
1344,VIA,ALA,2,,159,1251,9
1344,VIA,ALA,4,,159,1251,9
1344,VIA,ALA,6,,159,1251,9
4253,VIA,ALAMANNI LUIGI,2,,141,970,5
4253,VIA,ALAMANNI LUIGI,3,,141,970,5
4253,VIA,ALAMANNI LUIGI,4,,141,970,5
4253,VIA,ALAMANNI LUIGI,5,,141,970,5
4253,VIA,ALAMANNI LUIGI,6,,141,970,5
4253,VIA,ALAMANNI LUIGI,7,,141,970,5
4253,VIA,ALAMANNI LUIGI,7,A,141,970,5
4253,VIA,ALAMANNI LUIGI,8,,141,970,5
4253,VIA,ALAMANNI LUIGI,9,,141,970,5
4253,VIA,ALAMANNI LUIGI,11,,141,970,5
4253,VIA,ALAMANNI LUIGI,12,,141,1324,5
4253,VIA,ALAMANNI LUIGI,13,,141,970,5
4253,VIA,ALAMANNI LUIGI,14,,141,1324,5
4253,VIA,ALAMANNI LUIGI,16,,141,1324,5
4253,VIA,ALAMANNI LUIGI,16,2,141,1324,5
4253,VIA,ALAMANNI LUIGI,16,3,141,1324,5
4253,VIA,ALAMANNI LUIGI,18,,141,1324,5
4253,VIA,ALAMANNI LUIGI,20,,141,1324,5
4253,VIA,ALAMANNI LUIGI,20,A,141,1324,5
7445,VIA,ALASSIO,10,,156,1128,8
6387,VIA,ALATRI,2,,149,1426,7
6387,VIA,ALATRI,4,,149,1426,7
6387,VIA,ALATRI,5,,149,1426,7
6387,VIA,ALATRI,6,,149,1426,7
6387,VIA,ALATRI,7,,149,1426,7
6387,VIA,ALATRI,8,,149,1426,7
6387,VIA,ALATRI,10,,149,1426,7
6387,VIA,ALATRI,12,,149,1426,7
6387,VIA,ALATRI,14,,149,1426,7
6399,VIA,ALBANI FRANCESCO,3,,149,441,8
6399,VIA,ALBANI FRANCESCO,4,,149,441,8
6399,VIA,ALBANI FRANCESCO,5,,149,441,8
6399,VIA,ALBANI FRANCESCO,7,,149,441,8
6399,VIA,ALBANI FRANCESCO,9,,149,441,8
6399,VIA,ALBANI FRANCESCO,11,,149,441,8
6399,VIA,ALBANI FRANCESCO,20,,149,441,8
6399,VIA,ALBANI FRANCESCO,21,,149,441,8
6399,VIA,ALBANI FRANCESCO,27,,148,441,8
6399,VIA,ALBANI FRANCESCO,29,,148,441,8
6399,VIA,ALBANI FRANCESCO,31,,148,441,8
6399,VIA,ALBANI FRANCESCO,33,,148,441,8
6399,VIA,ALBANI FRANCESCO,40,,148,441,8
6399,VIA,ALBANI FRANCESCO,41,,148,441,8
6399,VIA,ALBANI FRANCESCO,42,,148,1307,8
6399,VIA,ALBANI FRANCESCO,43,,148,1307,8
6399,VIA,ALBANI FRANCESCO,48,,148,1307,8
6399,VIA,ALBANI FRANCESCO,51,,148,1307,8
6399,VIA,ALBANI FRANCESCO,52,,148,1307,8
6399,VIA,ALBANI FRANCESCO,53,,148,1307,8
6399,VIA,ALBANI FRANCESCO,55,,148,1307,8
6399,VIA,ALBANI FRANCESCO,56,,148,1307,8
6399,VIA,ALBANI FRANCESCO,57,,148,1307,8
6399,VIA,ALBANI FRANCESCO,58,,148,1307,8
