CODICE_VIA,AREA,DESCRIZIONE_VIA,CIVICO,BARRATO,CAP,SEZIONE,MUNICIPIO
5392,LGO,SCALABRINI G.B,6,,146,1028,6
5392,LGO,SCALABRINI G.B,7,,146,1028,6
4004,VIA,SCALARINI GIUSEPPE,4,,139,963,5
4004,VIA,SCALARINI GIUSEPPE,5,,139,963,5
4004,VIA,SCALARINI GIUSEPPE,6,,139,963,5
4004,VIA,SCALARINI GIUSEPPE,7,,139,963,5
4004,VIA,SCALARINI GIUSEPPE,8,,139,963,5
4004,VIA,SCALARINI GIUSEPPE,10,,139,963,5
4004,VIA,SCALARINI GIUSEPPE,11,,139,963,5
5184,VIA,SCALDASOLE,1,,123,252,1
5184,VIA,SCALDASOLE,2,,123,252,1
5184,VIA,SCALDASOLE,3,,123,252,1
5184,VIA,SCALDASOLE,3,A,123,252,1
5184,VIA,SCALDASOLE,4,,123,252,1
5184,VIA,SCALDASOLE,5,,123,252,1
5184,VIA,SCALDASOLE,6,,123,252,1
5184,VIA,SCALDASOLE,7,,123,252,1
5184,VIA,SCALDASOLE,8,,123,252,1
5184,VIA,SCALDASOLE,14,,123,252,1
5184,VIA,SCALDASOLE,20,,123,252,1
1265,VIA,SCALVINI GIOVITA,3,,158,1167,9
1265,VIA,SCALVINI GIOVITA,4,,158,1167,9
1265,VIA,SCALVINI GIOVITA,5,,158,1167,9
1265,VIA,SCALVINI GIOVITA,6,,158,1167,9
1265,VIA,SCALVINI GIOVITA,8,,158,1167,9
1265,VIA,SCALVINI GIOVITA,10,,158,1167,9
1265,VIA,SCALVINI GIOVITA,11,,158,1167,9
1265,VIA,SCALVINI GIOVITA,12,,158,1167,9
1265,VIA,SCALVINI GIOVITA,13,,158,1167,9
1265,VIA,SCALVINI GIOVITA,14,,158,1167,9
1265,VIA,SCALVINI GIOVITA,16,,158,1167,9
1265,VIA,SCALVINI GIOVITA,17,,158,1167,9
6755,VIA,SCANINI A.,6,,153,1089,7
6755,VIA,SCANINI A.,7,,153,1089,7
6755,VIA,SCANINI A.,9,,153,1089,7
6755,VIA,SCANINI A.,15,,153,1089,7
6755,VIA,SCANINI A.,18,,153,1089,7
6755,VIA,SCANINI A.,19,,153,1089,7
6755,VIA,SCANINI A.,20,,153,1089,7
6755,VIA,SCANINI A.,21,,153,1089,7
6755,VIA,SCANINI A.,23,,153,1089,7
6755,VIA,SCANINI A.,26,,153,1089,7
6755,VIA,SCANINI A.,27,,153,1089,7
6755,VIA,SCANINI A.,28,,153,1089,7
6755,VIA,SCANINI A.,29,2,153,1089,7
6755,VIA,SCANINI A.,33,,153,1089,7
6755,VIA,SCANINI A.,33,A,153,1089,7
6755,VIA,SCANINI A.,35,,153,1089,7
6755,VIA,SCANINI A.,37,,153,1089,7
6755,VIA,SCANINI A.,42,,153,1089,7
6755,VIA,SCANINI A.,43,,153,1089,7
6755,VIA,SCANINI A.,44,,153,1089,7
6755,VIA,SCANINI A.,45,,153,1089,7
6755,VIA,SCANINI A.,46,,153,1089,7
6755,VIA,SCANINI A.,47,,153,1089,7
6755,VIA,SCANINI A.,48,,153,1089,7
6755,VIA,SCANINI A.,51,,153,1089,7
6755,VIA,SCANINI A.,52,,153,1089,7
6755,VIA,SCANINI A.,53,,153,1089,7
6755,VIA,SCANINI A.,54,,153,1089,7
6755,VIA,SCANINI A.,58,,153,1089,7
6755,VIA,SCANINI A.,63,,153,1089,7
6755,VIA,SCANINI A.,65,,153,1089,7
6755,VIA,SCANINI A.,67,,153,1089,7
6755,VIA,SCANINI A.,75,,153,1089,7
6755,VIA,SCANINI A.,82,,153,1075,7
6755,VIA,SCANINI A.,102,,153,1089,7
6425,VLE,SCARAMPO LODOVICO,19,,148,1476,8
6425,VLE,SCARAMPO LODOVICO,41,,148,1476,8
6425,VLE,SCARAMPO LODOVICO,45,,148,1476,8
6425,VLE,SCARAMPO LODOVICO,47,,148,1476,8
6425,VLE,SCARAMPO LODOVICO,49,,148,1476,8
2136,VIA,SCARLATTI D.,2,,124,634,3
2136,VIA,SCARLATTI D.,3,,124,634,3
2136,VIA,SCARLATTI D.,5,,124,634,3
2136,VIA,SCARLATTI D.,7,,124,634,3
2136,VIA,SCARLATTI D.,8,,124,634,3
2136,VIA,SCARLATTI D.,9,,124,604,3
2136,VIA,SCARLATTI D.,10,,124,604,3
2136,VIA,SCARLATTI D.,11,,124,604,3
2136,VIA,SCARLATTI D.,12,,124,604,3
2136,VIA,SCARLATTI D.,19,,124,601,3
2136,VIA,SCARLATTI D.,20,,124,604,3
2136,VIA,SCARLATTI D.,21,,124,601,3
2136,VIA,SCARLATTI D.,22,,124,604,3
2136,VIA,SCARLATTI D.,24,,124,686,2
2136,VIA,SCARLATTI D.,25,,124,686,2
2136,VIA,SCARLATTI D.,26,,124,686,2
2136,VIA,SCARLATTI D.,27,,124,686,2
2136,VIA,SCARLATTI D.,29,,124,686,2
2136,VIA,SCARLATTI D.,30,,124,686,2
2136,VIA,SCARLATTI D.,31,,124,686,2
2136,VIA,SCARLATTI D.,32,,124,686,2
2136,VIA,SCARLATTI D.,33,,124,686,2
6191,VIA,SCARPA ANTONIO,1,,145,353,7
6191,VIA,SCARPA ANTONIO,2,,145,353,7
6191,VIA,SCARPA ANTONIO,4,,145,353,7
6191,VIA,SCARPA ANTONIO,9,,145,353,7
6191,VIA,SCARPA ANTONIO,11,,145,353,7
6191,VIA,SCARPA ANTONIO,12,,145,353,7
6191,VIA,SCARPA ANTONIO,15,,145,353,7
6191,VIA,SCARPA ANTONIO,17,,145,353,7
1480,VIA,SCARSELLINI ANGELO,7,,161,1916,9
1480,VIA,SCARSELLINI ANGELO,11,,161,1916,9
1480,VIA,SCARSELLINI ANGELO,13,,161,1916,9
1480,VIA,SCARSELLINI ANGELO,14,,161,1916,9
1480,VIA,SCARSELLINI ANGELO,17,,161,1916,9
4127,VIA,SCHEIWILLER G,1,,139,1848,4
4127,VIA,SCHEIWILLER G,2,,139,1848,4
4127,VIA,SCHEIWILLER G,4,,139,1848,4
4127,VIA,SCHEIWILLER G,5,,139,1848,4
4127,VIA,SCHEIWILLER G,6,,139,1848,4
4127,VIA,SCHEIWILLER G,7,,139,1848,4
4127,VIA,SCHEIWILLER G,8,,139,1848,4
4127,VIA,SCHEIWILLER G,9,,139,1848,4
4127,VIA,SCHEIWILLER G,11,,139,570,4
4127,VIA,SCHEIWILLER G,12,,139,1848,4
1569,VIA,SCHERILLO MICHELE,1,,161,1215,9
1569,VIA,SCHERILLO MICHELE,3,,161,1215,9
1569,VIA,SCHERILLO MICHELE,4,,161,1215,9
1569,VIA,SCHERILLO MICHELE,5,,161,1215,9
1569,VIA,SCHERILLO MICHELE,6,,161,1215,9
1569,VIA,SCHERILLO MICHELE,7,,161,1215,9
1468,VIA,SCHIAFFINO SIMONE,3,,158,1175,9
1468,VIA,SCHIAFFINO SIMONE,10,,158,1175,9
1468,VIA,SCHIAFFINO SIMONE,11,,158,1175,9
1468,VIA,SCHIAFFINO SIMONE,19,,158,1175,9
1468,VIA,SCHIAFFINO SIMONE,21,,158,1175,9
1468,VIA,SCHIAFFINO SIMONE,25,,158,1175,9
1468,VIA,SCHIAFFINO SIMONE,28,,100,1175,9
1468,VIA,SCHIAFFINO SIMONE,32,,158,1175,9
1211,VIA,SCHIAPARELLI G,1,,125,571,2
1211,VIA,SCHIAPARELLI G,2,,125,571,2
1211,VIA,SCHIAPARELLI G,3,,125,571,2
1211,VIA,SCHIAPARELLI G,3,A,125,571,2
1211,VIA,SCHIAPARELLI G,4,,125,571,2
1211,VIA,SCHIAPARELLI G,5,,125,574,2
1211,VIA,SCHIAPARELLI G,7,,125,574,2
1211,VIA,SCHIAPARELLI G,8,,125,574,2
1211,VIA,SCHIAPARELLI G,9,,125,574,2
1211,VIA,SCHIAPARELLI G,10,,125,574,2
1211,VIA,SCHIAPARELLI G,14,,125,574,2
1211,VIA,SCHIAPARELLI G,16,,125,574,2
1211,VIA,SCHIAPARELLI G,17,,125,574,2
1211,VIA,SCHIAPARELLI G,18,,125,574,2
1211,VIA,SCHIAPARELLI G,19,,125,574,2
1211,VIA,SCHIAPARELLI G,20,,125,574,2
1250,PZA,SCHIAVONE,1,,158,1175,9
1250,PZA,SCHIAVONE,2,,158,1172,9
1250,PZA,SCHIAVONE,3,,158,1175,9
1250,PZA,SCHIAVONE,5,,158,1175,9
1250,PZA,SCHIAVONE,6,,158,1172,9
1250,PZA,SCHIAVONE,7,,158,1175,9
1250,PZA,SCHIAVONE,8,,158,1172,9
1250,PZA,SCHIAVONE,9,,158,1175,9
1250,PZA,SCHIAVONE,10,,158,1172,9
1250,PZA,SCHIAVONE,11,,158,1175,9
1250,PZA,SCHIAVONE,13,,158,1175,9
1250,PZA,SCHIAVONE,15,,158,1175,9
1250,PZA,SCHIAVONE,19,,158,1175,9
5287,VIA,SCHIAVONI GIOVANNI,2,,142,1517,5
5287,VIA,SCHIAVONI GIOVANNI,4,,142,1517,5
5276,VIA,SCHIEVANO ENRICO,2,,143,311,6
5276,VIA,SCHIEVANO ENRICO,5,,143,1552,6
5276,VIA,SCHIEVANO ENRICO,7,,143,1552,6
5276,VIA,SCHIEVANO ENRICO,8,,143,1552,6
5276,VIA,SCHIEVANO ENRICO,10,,143,1552,6
5276,VIA,SCHIEVANO ENRICO,12,,143,1552,6
5276,VIA,SCHIEVANO ENRICO,15,,143,1552,6
311,LGO,SCHUSTER ILDEFONSO,1,,122,9,1
1086,VIA,SCIALOIA VITTORIO,1,,161,1916,9
1086,VIA,SCIALOIA VITTORIO,2,,161,1221,9
1086,VIA,SCIALOIA VITTORIO,3,,161,1916,9
1086,VIA,SCIALOIA VITTORIO,4,,161,1221,9
1086,VIA,SCIALOIA VITTORIO,5,,161,1916,9
1086,VIA,SCIALOIA VITTORIO,6,,161,1221,9
1086,VIA,SCIALOIA VITTORIO,7,,161,1916,9
1086,VIA,SCIALOIA VITTORIO,9,,161,1916,9
1086,VIA,SCIALOIA VITTORIO,11,,161,1916,9
1086,VIA,SCIALOIA VITTORIO,11,A,161,1916,9
1086,VIA,SCIALOIA VITTORIO,12,,161,1221,9
1086,VIA,SCIALOIA VITTORIO,13,,161,1916,9
1086,VIA,SCIALOIA VITTORIO,14,,161,1221,9
1086,VIA,SCIALOIA VITTORIO,15,,161,1916,9
1086,VIA,SCIALOIA VITTORIO,16,,161,1221,9
1086,VIA,SCIALOIA VITTORIO,18,,161,1221,9
1086,VIA,SCIALOIA VITTORIO,19,,161,1916,9
1086,VIA,SCIALOIA VITTORIO,20,,161,1221,9
1086,VIA,SCIALOIA VITTORIO,20,A,161,1221,9
1086,VIA,SCIALOIA VITTORIO,20,B,161,1221,9
1086,VIA,SCIALOIA VITTORIO,20,C,161,1221,9
1086,VIA,SCIALOIA VITTORIO,20,D,161,1221,9
1086,VIA,SCIALOIA VITTORIO,20,E,161,1221,9
1086,VIA,SCIALOIA VITTORIO,20,F,161,1221,9
1086,VIA,SCIALOIA VITTORIO,21,,161,1916,9
1086,VIA,SCIALOIA VITTORIO,22,,161,1221,9
1753,PZA,SCIENZA,1,,126,711,9
1753,PZA,SCIENZA,2,,126,711,9
1753,PZA,SCIENZA,3,,126,711,9
1753,PZA,SCIENZA,4,,126,711,9
3072,VIA,SCIESA AMATORE,1,,135,151,4
3072,VIA,SCIESA AMATORE,2,,135,151,4
3072,VIA,SCIESA AMATORE,2,A,135,151,4
3072,VIA,SCIESA AMATORE,3,,135,151,4
3072,VIA,SCIESA AMATORE,4,,135,151,4
3072,VIA,SCIESA AMATORE,5,,135,151,4
3072,VIA,SCIESA AMATORE,6,,135,151,4
3072,VIA,SCIESA AMATORE,6,A,135,151,4
3072,VIA,SCIESA AMATORE,7,,135,151,4
3072,VIA,SCIESA AMATORE,8,,135,151,4
3072,VIA,SCIESA AMATORE,9,,135,151,4
3072,VIA,SCIESA AMATORE,14,,135,151,4
3072,VIA,SCIESA AMATORE,15,,135,149,4
3072,VIA,SCIESA AMATORE,17,,135,149,4
3072,VIA,SCIESA AMATORE,18,,135,149,4
3072,VIA,SCIESA AMATORE,20,,135,149,4
3072,VIA,SCIESA AMATORE,21,,135,149,4
3072,VIA,SCIESA AMATORE,22,,135,149,4
3072,VIA,SCIESA AMATORE,24,,135,149,4
3072,VIA,SCIESA AMATORE,24,A,135,149,4
3072,VIA,SCIESA AMATORE,26,,135,149,4
2174,VIA,SCIPIONI,1,,129,652,3
2174,VIA,SCIPIONI,1,A,129,652,3
2174,VIA,SCIPIONI,2,,129,652,3
2174,VIA,SCIPIONI,3,,129,652,3
2174,VIA,SCIPIONI,4,,129,652,3
2174,VIA,SCIPIONI,5,,129,652,3
2174,VIA,SCIPIONI,6,,129,652,3
2174,VIA,SCIPIONI,7,,129,652,3
2174,VIA,SCIPIONI,8,,129,652,3
5172,VIA,SCOGLIO DI QUARTO,2,,136,279,5
5172,VIA,SCOGLIO DI QUARTO,3,,136,279,5
5172,VIA,SCOGLIO DI QUARTO,4,,136,279,5
5172,VIA,SCOGLIO DI QUARTO,8,,136,279,5
5172,VIA,SCOGLIO DI QUARTO,22,,136,279,5
6579,PZA,SCOLARI ROSA,1,,151,1890,8
6579,PZA,SCOLARI ROSA,2,,151,1890,8
6579,PZA,SCOLARI ROSA,3,,151,1890,8
6579,PZA,SCOLARI ROSA,4,,151,1890,8
6579,PZA,SCOLARI ROSA,5,,151,1890,8
6579,PZA,SCOLARI ROSA,7,,151,1890,8
4146,VIA,SCRIVIA,1,,139,931,4
4146,VIA,SCRIVIA,3,,139,931,4
4146,VIA,SCRIVIA,5,,139,931,4
6488,VIA,SCROSATI LUIGI,3,,146,1705,6
6488,VIA,SCROSATI LUIGI,3,A,146,1705,6
6488,VIA,SCROSATI LUIGI,4,,146,1705,6
6488,VIA,SCROSATI LUIGI,8,,146,1705,6
6488,VIA,SCROSATI LUIGI,9,,146,1705,6
2340,VIA,SCUTARI,1,,127,776,2
2340,VIA,SCUTARI,3,,127,776,2
6397,VIA,SEBAST.DEL PIOMBO,3,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,4,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,5,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,6,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,7,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,10,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,11,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,12,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,13,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,14,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,15,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,16,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,17,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,19,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,21,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,22,,149,435,8
6397,VIA,SEBAST.DEL PIOMBO,23,,149,435,8
1131,VIA,SEBENICO,1,,124,550,9
1131,VIA,SEBENICO,2,,124,550,9
1131,VIA,SEBENICO,3,,124,550,9
1131,VIA,SEBENICO,5,,124,550,9
1131,VIA,SEBENICO,6,,124,550,9
1131,VIA,SEBENICO,7,,124,550,9
1131,VIA,SEBENICO,7,A,124,550,9
1131,VIA,SEBENICO,8,,124,550,9
1131,VIA,SEBENICO,9,,124,550,9
1131,VIA,SEBENICO,10,,124,550,9
1131,VIA,SEBENICO,11,,124,550,9
1131,VIA,SEBENICO,13,,124,550,9
1131,VIA,SEBENICO,14,,124,550,9
1131,VIA,SEBENICO,16,,124,550,9
1131,VIA,SEBENICO,21,,124,550,9
1131,VIA,SEBENICO,22,,124,550,9
1131,VIA,SEBENICO,24,,124,550,9
1131,VIA,SEBENICO,25,,124,550,9
1131,VIA,SEBENICO,27,,124,550,9
1131,VIA,SEBENICO,28,,124,550,9
1131,VIA,SEBENICO,29,,124,550,9
1131,VIA,SEBENICO,31,,124,550,9
1131,VIA,SEBENICO,35,,124,550,9
6167,VIA,SEBETO,1,,123,338,1
6167,VIA,SEBETO,3,,123,338,1
6167,VIA,SEBETO,4,,123,338,1
4092,VIA,SEBINO,2,,137,895,4
4092,VIA,SEBINO,3,,137,1958,4
4092,VIA,SEBINO,4,,137,895,4
4092,VIA,SEBINO,5,,137,1958,4
4092,VIA,SEBINO,6,,137,895,4
4092,VIA,SEBINO,7,,137,1958,4
4092,VIA,SEBINO,8,,137,1958,4
4092,VIA,SEBINO,13,,137,1958,4
4092,VIA,SEBINO,14,,137,1958,4
4092,VIA,SEBINO,15,,137,1958,4
4092,VIA,SEBINO,16,,137,1958,4
4092,VIA,SEBINO,17,,137,1958,4
4092,VIA,SEBINO,18,,137,1958,4
4092,VIA,SEBINO,19,,137,1958,4
2097,VIA,SECCHI ANGELO,2,,129,621,3
2226,VIA,SECONDO BERNARDO U,2,,133,818,3
2226,VIA,SECONDO BERNARDO U,4,,133,818,3
2226,VIA,SECONDO BERNARDO U,6,,133,818,3
5155,VIA,SEGANTINI GIOVANNI,6,,143,286,6
5155,VIA,SEGANTINI GIOVANNI,10,,143,286,6
5155,VIA,SEGANTINI GIOVANNI,20,,143,286,6
5155,VIA,SEGANTINI GIOVANNI,22,,143,286,6
5155,VIA,SEGANTINI GIOVANNI,24,,143,286,6
5155,VIA,SEGANTINI GIOVANNI,26,,143,286,6
5155,VIA,SEGANTINI GIOVANNI,65,,143,294,6
5155,VIA,SEGANTINI GIOVANNI,69,,143,294,6
5155,VIA,SEGANTINI GIOVANNI,71,,143,294,6
5155,VIA,SEGANTINI GIOVANNI,73,,143,294,6
5155,VIA,SEGANTINI GIOVANNI,75,,143,294,6
6535,PLE,SEGESTA,3,,148,1063,7
6535,PLE,SEGESTA,8,,148,1063,7
6535,PLE,SEGESTA,10,,148,1063,7
6535,PLE,SEGESTA,11,,148,1063,7
6535,PLE,SEGESTA,13,,148,1063,7
6535,PLE,SEGESTA,15,,148,1063,7
1733,VIA,SEGNANINO,1,,126,711,9
5380,VIA,SEGNERI PAOLO,1,,147,1030,6
5380,VIA,SEGNERI PAOLO,3,,147,1030,6
5380,VIA,SEGNERI PAOLO,4,,147,2212,6
5380,VIA,SEGNERI PAOLO,6,,147,2212,6
5380,VIA,SEGNERI PAOLO,8,,147,2212,6
5380,VIA,SEGNERI PAOLO,10,,147,1035,6
1148,PLE,SEGRINO,1,,159,555,9
1148,PLE,SEGRINO,5,,159,555,9
1148,PLE,SEGRINO,6,,159,1525,9
1148,PLE,SEGRINO,6,A,159,1525,9
1148,PLE,SEGRINO,6,B,159,1525,9
6783,VIA,SEGURO,1,,153,1090,7
6783,VIA,SEGURO,2,,153,1090,7
6783,VIA,SEGURO,4,,153,1090,7
6783,VIA,SEGURO,6,,153,1090,7
6783,VIA,SEGURO,8,,153,1090,7
6783,VIA,SEGURO,19,,153,1090,7
6783,VIA,SEGURO,60,,153,1090,7
6783,VIA,SEGURO,62,,153,1090,7
6783,VIA,SEGURO,66,,153,1090,7
6783,VIA,SEGURO,66,13,153,1090,7
6783,VIA,SEGURO,70,,153,1090,7
6783,VIA,SEGURO,72,,153,1090,7
6783,VIA,SEGURO,78,,153,1090,7
6783,VIA,SEGURO,80,,153,1090,7
6783,VIA,SEGURO,90,,153,1090,7
6783,VIA,SEGURO,93,,153,1090,7
6783,VIA,SEGURO,105,,153,1090,7
6783,VIA,SEGURO,107,,153,1090,7
6783,VIA,SEGURO,109,,153,1090,7
6783,VIA,SEGURO,111,,153,1090,7
6783,VIA,SEGURO,113,,153,1090,7
6783,VIA,SEGURO,998,,153,1090,7
6783,VIA,SEGURO,999,,153,1090,7
6358,PZA,SEI FEBBRAIO,2,,145,423,8
6358,PZA,SEI FEBBRAIO,4,,145,423,8
6358,PZA,SEI FEBBRAIO,10,,145,423,8
6358,PZA,SEI FEBBRAIO,12,,145,423,8
6358,PZA,SEI FEBBRAIO,14,,145,423,8
6358,PZA,SEI FEBBRAIO,16,,145,423,8
6358,PZA,SEI FEBBRAIO,22,,145,423,8
6358,PZA,SEI FEBBRAIO,24,,145,423,8
6358,PZA,SEI FEBBRAIO,26,,145,423,8
6566,PLE,SELINUNTE,3,,148,1062,7
6566,PLE,SELINUNTE,4,,148,1062,7
6566,PLE,SELINUNTE,6,,148,1062,7
6566,PLE,SELINUNTE,8,,148,1062,7
6566,PLE,SELINUNTE,11,,148,1491,7
6701,VIA,SELLA NUOVA,2,,152,1387,7
6701,VIA,SELLA NUOVA,4,,152,1387,7
6701,VIA,SELLA NUOVA,6,,152,1387,7
6701,VIA,SELLA NUOVA,8,,152,1387,7
6701,VIA,SELLA NUOVA,10,11,152,1387,7
6701,VIA,SELLA NUOVA,10,2,152,1387,7
6701,VIA,SELLA NUOVA,10,3,152,1387,7
6701,VIA,SELLA NUOVA,10,4,152,1387,7
6701,VIA,SELLA NUOVA,10,5,152,1387,7
6701,VIA,SELLA NUOVA,10,7,152,1387,7
6701,VIA,SELLA NUOVA,10,9,152,1387,7
6701,VIA,SELLA NUOVA,11,,152,1387,7
6701,VIA,SELLA NUOVA,13,,152,1387,7
6701,VIA,SELLA NUOVA,15,,152,1387,7
6701,VIA,SELLA NUOVA,23,,152,1387,7
6701,VIA,SELLA NUOVA,25,,152,1387,7
6701,VIA,SELLA NUOVA,29,,152,1387,7
6701,VIA,SELLA NUOVA,31,,152,1387,7
6701,VIA,SELLA NUOVA,34,,152,1387,7
724,VIA,SELLA QUINTINO,1,,121,58,1
724,VIA,SELLA QUINTINO,2,,121,58,1
724,VIA,SELLA QUINTINO,3,,121,58,1
724,VIA,SELLA QUINTINO,4,,121,58,1
724,VIA,SELLA QUINTINO,5,,121,58,1
4350,VIA,SELVANESCO,22,,142,2141,5
4350,VIA,SELVANESCO,25,,141,2141,5
4350,VIA,SELVANESCO,28,,141,2141,5
4350,VIA,SELVANESCO,30,,141,2141,5
4350,VIA,SELVANESCO,36,,141,2141,5
4350,VIA,SELVANESCO,50,,141,2141,5
4350,VIA,SELVANESCO,52,,141,2141,5
4350,VIA,SELVANESCO,57,,141,2141,5
4350,VIA,SELVANESCO,60,,142,2141,5
4350,VIA,SELVANESCO,61,,142,2141,5
4350,VIA,SELVANESCO,65,,142,2141,5
4350,VIA,SELVANESCO,75,,142,2141,5
4350,VIA,SELVANESCO,77,,142,2141,5
4350,VIA,SELVANESCO,79,,142,2141,5
4350,VIA,SELVANESCO,998,,142,2141,5
4350,VIA,SELVANESCO,999,,142,2141,5
2491,VIA,SEMERIA PADRE G,8,,128,1479,2
2491,VIA,SEMERIA PADRE G,10,,128,1479,2
2491,VIA,SEMERIA PADRE G,14,,128,1479,2
2491,VIA,SEMERIA PADRE G,16,,128,1479,2
2491,VIA,SEMERIA PADRE G,20,,128,1479,2
2491,VIA,SEMERIA PADRE G,22,,128,1479,2
7111,PZA,SEMPIONE,1,,145,416,1
7137,CSO,SEMPIONE,1,,145,402,1
7111,PZA,SEMPIONE,2,,154,416,1
7137,CSO,SEMPIONE,2,,154,427,1
7111,PZA,SEMPIONE,2,A,154,416,1
7111,PZA,SEMPIONE,3,,145,418,1
7137,CSO,SEMPIONE,3,,145,402,1
7111,PZA,SEMPIONE,4,,154,416,1
7137,CSO,SEMPIONE,4,,154,427,1
7111,PZA,SEMPIONE,5,,145,418,1
7137,CSO,SEMPIONE,5,,145,402,1
7111,PZA,SEMPIONE,6,,154,416,1
7137,CSO,SEMPIONE,6,,154,427,1
7137,CSO,SEMPIONE,7,,145,402,1
7111,PZA,SEMPIONE,8,,154,416,1
7137,CSO,SEMPIONE,8,,154,427,1
7137,CSO,SEMPIONE,9,,145,402,1
7137,CSO,SEMPIONE,10,,154,427,1
7137,CSO,SEMPIONE,11,,145,402,1
7137,CSO,SEMPIONE,12,,154,427,1
7137,CSO,SEMPIONE,13,,145,402,1
7137,CSO,SEMPIONE,14,,154,427,1
7137,CSO,SEMPIONE,15,A,145,402,1
7137,CSO,SEMPIONE,17,,145,402,1
7137,CSO,SEMPIONE,20,,154,427,1
7137,CSO,SEMPIONE,21,,145,426,8
7137,CSO,SEMPIONE,23,,145,426,8
7137,CSO,SEMPIONE,25,,145,426,8
7137,CSO,SEMPIONE,26,,154,431,8
7137,CSO,SEMPIONE,27,,145,426,8
7137,CSO,SEMPIONE,28,,154,431,8
7137,CSO,SEMPIONE,29,,145,426,8
7137,CSO,SEMPIONE,30,,154,431,8
7137,CSO,SEMPIONE,32,,154,431,8
7137,CSO,SEMPIONE,32,A,154,431,8
7137,CSO,SEMPIONE,32,B,154,431,8
7137,CSO,SEMPIONE,33,,145,426,8
7137,CSO,SEMPIONE,34,,154,431,8
7137,CSO,SEMPIONE,34,A,154,431,8
7137,CSO,SEMPIONE,35,A,145,426,8
7137,CSO,SEMPIONE,36,,154,484,8
7137,CSO,SEMPIONE,38,,154,484,8
7137,CSO,SEMPIONE,39,,145,426,8
7137,CSO,SEMPIONE,40,,154,484,8
7137,CSO,SEMPIONE,41,,145,426,8
7137,CSO,SEMPIONE,42,,154,484,8
7137,CSO,SEMPIONE,43,,145,426,8
7137,CSO,SEMPIONE,44,,154,1428,8
7137,CSO,SEMPIONE,48,,154,1428,8
7137,CSO,SEMPIONE,49,,145,426,8
7137,CSO,SEMPIONE,50,,154,1428,8
7137,CSO,SEMPIONE,51,,145,426,8
7137,CSO,SEMPIONE,52,,154,1428,8
7137,CSO,SEMPIONE,54,,154,1428,8
7137,CSO,SEMPIONE,55,,145,1428,8
7137,CSO,SEMPIONE,56,,154,1428,8
7137,CSO,SEMPIONE,57,,149,1428,8
7137,CSO,SEMPIONE,60,,154,1428,8
7137,CSO,SEMPIONE,60,A,54,1428,8
7137,CSO,SEMPIONE,61,,149,1428,8
7137,CSO,SEMPIONE,62,,154,1428,8
7137,CSO,SEMPIONE,63,,149,1428,8
7137,CSO,SEMPIONE,65,,149,1428,8
7137,CSO,SEMPIONE,65,A,149,451,8
7137,CSO,SEMPIONE,66,,154,1428,8
7137,CSO,SEMPIONE,66,A,154,1428,8
7137,CSO,SEMPIONE,67,,149,451,8
7137,CSO,SEMPIONE,68,,154,1428,8
7137,CSO,SEMPIONE,68,A,154,1428,8
7137,CSO,SEMPIONE,69,,149,451,8
7137,CSO,SEMPIONE,70,,154,1428,8
7137,CSO,SEMPIONE,71,,149,451,8
7137,CSO,SEMPIONE,72,,154,1428,8
7137,CSO,SEMPIONE,73,,149,451,8
7137,CSO,SEMPIONE,74,,154,1428,8
7137,CSO,SEMPIONE,75,,149,451,8
7137,CSO,SEMPIONE,76,,154,1428,8
7137,CSO,SEMPIONE,77,,149,451,8
7137,CSO,SEMPIONE,80,,154,1428,8
7137,CSO,SEMPIONE,81,,149,450,8
7137,CSO,SEMPIONE,82,,154,450,8
7137,CSO,SEMPIONE,83,,149,450,8
7137,CSO,SEMPIONE,84,,154,450,8
7137,CSO,SEMPIONE,85,,149,450,8
7137,CSO,SEMPIONE,86,,154,450,8
7137,CSO,SEMPIONE,87,,149,450,8
7137,CSO,SEMPIONE,88,,154,450,8
7137,CSO,SEMPIONE,89,,149,450,8
7137,CSO,SEMPIONE,93,,149,450,8
7137,CSO,SEMPIONE,94,,154,450,8
7137,CSO,SEMPIONE,95,,149,450,8
7137,CSO,SEMPIONE,96,,154,450,8
7137,CSO,SEMPIONE,98,,154,450,8
7137,CSO,SEMPIONE,100,,154,450,8
7137,CSO,SEMPIONE,100,A,154,450,8
7137,CSO,SEMPIONE,102,,154,450,8
7137,CSO,SEMPIONE,104,,154,450,8
1517,VIA,SEMPLICITA',1,,161,125,9
1517,VIA,SEMPLICITA',2,,161,125,9
1517,VIA,SEMPLICITA',3,,161,125,9
